Daily EIR,time,day,year,Run_Number,Sample_ID
0.0,0,1,0,0,1.0
0.0,1,2,0,0,1.0
0.0,2,3,0,0,1.0
0.0,3,4,0,0,1.0
0.0,4,5,0,0,1.0
0.0,5,6,0,0,1.0
0.0,6,7,0,0,1.0
0.0,7,8,0,0,1.0
0.0,8,9,0,0,1.0
0.0,9,10,0,0,1.0
0.0,10,11,0,0,1.0
0.0,11,12,0,0,1.0
0.0,12,13,0,0,1.0
0.0,13,14,0,0,1.0
0.0,14,15,0,0,1.0
0.0,15,16,0,0,1.0
0.0,16,17,0,0,1.0
0.0,17,18,0,0,1.0
0.0,18,19,0,0,1.0
0.0,19,20,0,0,1.0
0.0,20,21,0,0,1.0
0.0,21,22,0,0,1.0
0.0,22,23,0,0,1.0
0.0,23,24,0,0,1.0
0.0,24,25,0,0,1.0
0.0,25,26,0,0,1.0
0.0,26,27,0,0,1.0
0.0,27,28,0,0,1.0
0.0,28,29,0,0,1.0
0.0,29,30,0,0,1.0
0.0,30,31,0,0,1.0
0.0,31,32,0,0,1.0
0.0,32,33,0,0,1.0
0.0,33,34,0,0,1.0
0.0,34,35,0,0,1.0
0.0,35,36,0,0,1.0
0.001003009034321,36,37,0,0,1.0
0.002006018068641,37,38,0,0,1.0
0.005015045404434,38,39,0,0,1.0
0.02106318995357,39,40,0,0,1.0
0.01905717328191,40,41,0,0,1.0
0.01706827245653,41,42,0,0,1.0
0.03517587855458,42,43,0,0,1.0
0.03216080367565,43,44,0,0,1.0
0.03216080367565,44,45,0,0,1.0
0.04221105575562,45,46,0,0,1.0
0.03316583111882,46,47,0,0,1.0
0.03316582739353,47,48,0,0,1.0
0.03919598087668,48,49,0,0,1.0
0.03618090599775,49,50,0,0,1.0
0.02613065391779,50,51,0,0,1.0
0.02914572693408,51,52,0,0,1.0
0.02613065391779,52,53,0,0,1.0
0.03718592971563,53,54,0,0,1.0
0.03216080367565,54,55,0,0,1.0
0.03112449683249,55,56,0,0,1.0
0.02512562833726,56,57,0,0,1.0
0.02914572879672,57,58,0,0,1.0
0.03115577809513,58,59,0,0,1.0
0.02311557903886,59,60,0,0,1.0
0.0241448674351,60,61,0,0,1.0
0.0231388323009,61,62,0,0,1.0
0.02316213585436,62,63,0,0,1.0
0.02517623454332,63,64,0,0,1.0
0.0201409868896,64,65,0,0,1.0
0.02719033323228,65,66,0,0,1.0
0.01913393847644,66,67,0,0,1.0
0.01409869082272,67,68,0,0,1.0
0.01711983978748,68,69,0,0,1.0
0.01711983978748,69,70,0,0,1.0
0.00906344410032,70,71,0,0,1.0
0.0100704934448,71,72,0,0,1.0
0.01108870934695,72,73,0,0,1.0
0.008064515888691,73,74,0,0,1.0
0.00906344410032,74,75,0,0,1.0
0.00906344410032,75,76,0,0,1.0
0.00604229606688,76,77,0,0,1.0
0.00704934541136,77,78,0,0,1.0
0.00402819737792,78,79,0,0,1.0
0.00302114803344,79,80,0,0,1.0
0.00704934541136,80,81,0,0,1.0
0.004032257944345,81,82,0,0,1.0
0.002016128972173,82,83,0,0,1.0
0.004032257944345,83,84,0,0,1.0
0.00402819737792,84,85,0,0,1.0
0.00402819737792,85,86,0,0,1.0
0.00402819737792,86,87,0,0,1.0
0.00604229606688,87,88,0,0,1.0
0.00402819737792,88,89,0,0,1.0
0.001006036181934,89,90,0,0,1.0
0.002012072363868,90,91,0,0,1.0
0.003018108662218,91,92,0,0,1.0
0.003018108662218,92,93,0,0,1.0
0.002012072363868,93,94,0,0,1.0
0.002012072363868,94,95,0,0,1.0
0.001006036181934,95,96,0,0,1.0
0.004024144727737,96,97,0,0,1.0
0.003018108662218,97,98,0,0,1.0
0.004024144727737,98,99,0,0,1.0
0.00100704934448,99,100,0,0,1.0
0.00201409868896,100,101,0,0,1.0
0.00201409868896,101,102,0,0,1.0
0.00302114803344,102,103,0,0,1.0
0.00201409868896,103,104,0,0,1.0
0.00201409868896,104,105,0,0,1.0
0.00302114803344,105,106,0,0,1.0
0.003024193458259,106,107,0,0,1.0
0.00201409868896,107,108,0,0,1.0
0.002012072363868,108,109,0,0,1.0
0.002012072363868,109,110,0,0,1.0
0.002010050229728,110,111,0,0,1.0
0.001005025114864,111,112,0,0,1.0
0.002010050229728,112,113,0,0,1.0
0.001005025114864,113,114,0,0,1.0
0.001005025114864,114,115,0,0,1.0
0.002010050229728,115,116,0,0,1.0
0.001005025114864,116,117,0,0,1.0
0.001005025114864,117,118,0,0,1.0
0.003015075344592,118,119,0,0,1.0
0.002010050229728,119,120,0,0,1.0
0.001005025114864,120,121,0,0,1.0
0.003015075344592,121,122,0,0,1.0
0.002010050229728,122,123,0,0,1.0
0.001005025114864,123,124,0,0,1.0
0.004020100459456,124,125,0,0,1.0
0.0,125,126,0,0,1.0
0.001006036181934,126,127,0,0,1.0
0.004024144727737,127,128,0,0,1.0
0.002012072363868,128,129,0,0,1.0
0.002012072363868,129,130,0,0,1.0
0.00201409868896,130,131,0,0,1.0
0.003024193458259,131,132,0,0,1.0
0.004032257944345,132,133,0,0,1.0
0.002016128972173,133,134,0,0,1.0
0.001008064486086,134,135,0,0,1.0
0.004032257944345,135,136,0,0,1.0
0.001008064486086,136,137,0,0,1.0
0.0050352467224,137,138,0,0,1.0
0.002012072363868,138,139,0,0,1.0
0.003018108662218,139,140,0,0,1.0
0.006036217324436,140,141,0,0,1.0
0.003018108662218,141,142,0,0,1.0
0.003018108662218,142,143,0,0,1.0
0.003018108662218,143,144,0,0,1.0
0.002012072363868,144,145,0,0,1.0
0.002012072363868,145,146,0,0,1.0
0.003018108662218,146,147,0,0,1.0
0.004024144727737,147,148,0,0,1.0
0.001006036181934,148,149,0,0,1.0
0.00402819737792,149,150,0,0,1.0
0.00704934541136,150,151,0,0,1.0
0.00100704934448,151,152,0,0,1.0
0.0050352467224,152,153,0,0,1.0
0.00704934541136,153,154,0,0,1.0
0.002012072363868,154,155,0,0,1.0
0.003018108662218,155,156,0,0,1.0
0.006036217324436,156,157,0,0,1.0
0.002012072363868,157,158,0,0,1.0
0.004024144727737,158,159,0,0,1.0
0.004024144727737,159,160,0,0,1.0
0.003018108662218,160,161,0,0,1.0
0.003018108662218,161,162,0,0,1.0
0.005025125574321,162,163,0,0,1.0
0.004016064107418,163,164,0,0,1.0
0.009045226499438,164,165,0,0,1.0
0.0050352467224,165,166,0,0,1.0
0.00402819737792,166,167,0,0,1.0
0.00100704934448,167,168,0,0,1.0
0.01208459213376,168,169,0,0,1.0
0.0050352467224,169,170,0,0,1.0
0.00604229606688,170,171,0,0,1.0
0.00704934541136,171,172,0,0,1.0
0.00604229606688,172,173,0,0,1.0
0.0100704934448,173,174,0,0,1.0
0.008048289455473,174,175,0,0,1.0
0.00604229606688,175,176,0,0,1.0
0.0050352467224,176,177,0,0,1.0
0.00604229606688,177,178,0,0,1.0
0.01107754278928,178,179,0,0,1.0
0.00302114803344,179,180,0,0,1.0
0.00604229606688,180,181,0,0,1.0
0.00906344410032,181,182,0,0,1.0
0.00302114803344,182,183,0,0,1.0
0.00201409868896,183,184,0,0,1.0
0.00906344410032,184,185,0,0,1.0
0.0050352467224,185,186,0,0,1.0
0.00302114803344,186,187,0,0,1.0
0.008048289455473,187,188,0,0,1.0
