Daily EIR,time,day,year,Run_Number,Sample_ID
0.0,0,1,0,0,10.0
0.0,1,2,0,0,10.0
0.0,2,3,0,0,10.0
0.0,3,4,0,0,10.0
0.0,4,5,0,0,10.0
0.0,5,6,0,0,10.0
0.0,6,7,0,0,10.0
0.0,7,8,0,0,10.0
0.0,8,9,0,0,10.0
0.0,9,10,0,0,10.0
0.0,10,11,0,0,10.0
0.0,11,12,0,0,10.0
0.0,12,13,0,0,10.0
0.0,13,14,0,0,10.0
0.0,14,15,0,0,10.0
0.0,15,16,0,0,10.0
0.0,16,17,0,0,10.0
0.0,17,18,0,0,10.0
0.0,18,19,0,0,10.0
0.0,19,20,0,0,10.0
0.0,20,21,0,0,10.0
0.0,21,22,0,0,10.0
0.0,22,23,0,0,10.0
0.0,23,24,0,0,10.0
0.0,24,25,0,0,10.0
0.0,25,26,0,0,10.0
0.0,26,27,0,0,10.0
0.0,27,28,0,0,10.0
0.0,28,29,0,0,10.0
0.0,29,30,0,0,10.0
0.0,30,31,0,0,10.0
0.0,31,32,0,0,10.0
0.0,32,33,0,0,10.0
0.0,33,34,0,0,10.0
0.0,34,35,0,0,10.0
0.0,35,36,0,0,10.0
0.0,36,37,0,0,10.0
0.002002001972869,37,38,0,0,10.0
0.009009009227157,38,39,0,0,10.0
0.02202202193439,39,40,0,0,10.0
0.02802802622318,40,41,0,0,10.0
0.01903807744384,41,42,0,0,10.0
0.0260521043092,42,43,0,0,10.0
0.02505009993911,43,44,0,0,10.0
0.02905811741948,44,45,0,0,10.0
0.03006011992693,45,46,0,0,10.0
0.03106212243438,46,47,0,0,10.0
0.02705410867929,47,48,0,0,10.0
0.02605210617185,48,49,0,0,10.0
0.03607214614749,49,50,0,0,10.0
0.03203203529119,50,51,0,0,10.0
0.03303303197026,51,52,0,0,10.0
0.02602602541447,52,53,0,0,10.0
0.03403403609991,53,54,0,0,10.0
0.03400000184774,54,55,0,0,10.0
0.02800000086427,55,56,0,0,10.0
0.0299999974668,56,57,0,0,10.0
0.02700000070035,57,58,0,0,10.0
0.03103103116155,58,59,0,0,10.0
0.02902902849019,59,60,0,0,10.0
0.02200000174344,60,61,0,0,10.0
0.02997003123164,61,62,0,0,10.0
0.03196803107858,62,63,0,0,10.0
0.02097902074456,63,64,0,0,10.0
0.02297702245414,64,65,0,0,10.0
0.02397602424026,65,66,0,0,10.0
0.01998002082109,66,67,0,0,10.0
0.01398601382971,67,68,0,0,10.0
0.02197802066803,68,69,0,0,10.0
0.0169830173254,69,70,0,0,10.0
0.01998002082109,70,71,0,0,10.0
0.01598401553929,71,72,0,0,10.0
0.01098901033401,72,73,0,0,10.0
0.01198801212013,73,74,0,0,10.0
0.01198801212013,74,75,0,0,10.0
0.01298701390624,75,76,0,0,10.0
0.01398601382971,76,77,0,0,10.0
0.007992008700967,77,78,0,0,10.0
0.01198801212013,78,79,0,0,10.0
0.01098901033401,79,80,0,0,10.0
0.006993006914854,80,81,0,0,10.0
0.008991008624434,81,82,0,0,10.0
0.008991008624434,82,83,0,0,10.0
0.005994006060064,83,84,0,0,10.0
0.005994006060064,84,85,0,0,10.0
0.006993006914854,85,86,0,0,10.0
0.004999999888241,86,87,0,0,10.0
0.004999999888241,87,88,0,0,10.0
0.00800000037998,88,89,0,0,10.0
0.002000000094995,89,90,0,0,10.0
0.00400000018999,90,91,0,0,10.0
0.007999999448657,91,92,0,0,10.0
0.0009990009712055,92,93,0,0,10.0
0.002997003030032,93,94,0,0,10.0
0.005994006060064,94,95,0,0,10.0
0.0,95,96,0,0,10.0
0.002000000094995,96,97,0,0,10.0
0.003000000026077,97,98,0,0,10.0
0.0,98,99,0,0,10.0
0.002000000094995,99,100,0,0,10.0
0.003000000026077,100,101,0,0,10.0
0.001000000047497,101,102,0,0,10.0
0.001000000047497,102,103,0,0,10.0
0.002000000094995,103,104,0,0,10.0
0.001000000047497,104,105,0,0,10.0
0.002000000094995,105,106,0,0,10.0
0.00400000018999,106,107,0,0,10.0
0.001000000047497,107,108,0,0,10.0
0.001000000047497,108,109,0,0,10.0
0.003000000026077,109,110,0,0,10.0
0.001000000047497,110,111,0,0,10.0
0.001000000047497,111,112,0,0,10.0
0.006000000052154,112,113,0,0,10.0
0.001998001942411,113,114,0,0,10.0
0.001998001942411,114,115,0,0,10.0
0.003996003884822,115,116,0,0,10.0
0.0009990009712055,116,117,0,0,10.0
0.0009980039903894,117,118,0,0,10.0
0.002994012087584,118,119,0,0,10.0
0.0009980039903894,119,120,0,0,10.0
0.0,120,121,0,0,10.0
0.0009980039903894,121,122,0,0,10.0
0.001996007980779,122,123,0,0,10.0
0.0,123,124,0,0,10.0
0.0,124,125,0,0,10.0
0.0,125,126,0,0,10.0
0.0009980039903894,126,127,0,0,10.0
0.0,127,128,0,0,10.0
0.001994017977268,128,129,0,0,10.0
0.0,129,130,0,0,10.0
0.003984063863754,130,131,0,0,10.0
0.002988047897816,131,132,0,0,10.0
0.001992031931877,132,133,0,0,10.0
0.00697211176157,133,134,0,0,10.0
0.001992031931877,134,135,0,0,10.0
0.00697211176157,135,136,0,0,10.0
0.002988047897816,136,137,0,0,10.0
0.002988047897816,137,138,0,0,10.0
0.008964143693447,138,139,0,0,10.0
0.00697211176157,139,140,0,0,10.0
0.003984063863754,140,141,0,0,10.0
0.01095617562532,141,142,0,0,10.0
0.004980079829693,142,143,0,0,10.0
0.0009960159659386,143,144,0,0,10.0
0.003984063863754,144,145,0,0,10.0
0.008964143693447,145,146,0,0,10.0
0.0009960159659386,146,147,0,0,10.0
0.009960159659386,147,148,0,0,10.0
0.005982053931803,148,149,0,0,10.0
0.00797607190907,149,150,0,0,10.0
0.00797607190907,150,151,0,0,10.0
0.01395812630653,151,152,0,0,10.0
0.008982036262751,152,153,0,0,10.0
0.009970089420676,153,154,0,0,10.0
0.01395812537521,154,155,0,0,10.0
0.002991026965901,155,156,0,0,10.0
0.006979062687606,156,157,0,0,10.0
0.01196410786361,157,158,0,0,10.0
0.006979062687606,158,159,0,0,10.0
0.003988035954535,159,160,0,0,10.0
0.01096709817648,160,161,0,0,10.0
0.004985044710338,161,162,0,0,10.0
0.002988047897816,162,163,0,0,10.0
0.008964143693447,163,164,0,0,10.0
0.005976095795631,164,165,0,0,10.0
0.0009960159659386,165,166,0,0,10.0
0.01195219159126,166,167,0,0,10.0
0.01195219159126,167,168,0,0,10.0
0.002988047897816,168,169,0,0,10.0
0.01395812630653,169,170,0,0,10.0
0.009970089420676,170,171,0,0,10.0
0.004985044710338,171,172,0,0,10.0
0.0109670991078,172,173,0,0,10.0
0.005982053466141,173,174,0,0,10.0
0.006979063153267,174,175,0,0,10.0
0.01395812630653,175,176,0,0,10.0
0.008973080664873,176,177,0,0,10.0
0.003988035954535,177,178,0,0,10.0
0.01595214381814,178,179,0,0,10.0
0.006979063153267,179,180,0,0,10.0
0.00797607190907,180,181,0,0,10.0
0.009970089420676,181,182,0,0,10.0
0.009980039671063,182,183,0,0,10.0
0.008982036262751,183,184,0,0,10.0
0.008982036262751,184,185,0,0,10.0
0.008982036262751,185,186,0,0,10.0
0.01197604648769,186,187,0,0,10.0
0.01397205609828,187,188,0,0,10.0
0.01197604835033,188,189,0,0,10.0
0.01596806384623,189,190,0,0,10.0
0.0219560880214,190,191,0,0,10.0
0.01395812537521,191,192,0,0,10.0
0.01994017884135,192,193,0,0,10.0
0.02592223323882,193,194,0,0,10.0
0.03187251091003,194,195,0,0,10.0
0.02295409142971,195,196,0,0,10.0
0.03692615032196,196,197,0,0,10.0
0.03296703100204,197,198,0,0,10.0
0.0339660346508,198,199,0,0,10.0
0.05694305896759,199,200,0,0,10.0
0.06893106549978,200,201,0,0,10.0
0.04095904156566,201,202,0,0,10.0
0.06493506580591,202,203,0,0,10.0
0.07292707264423,203,204,0,0,10.0
0.05499999970198,204,205,0,0,10.0
0.08700000494719,205,206,0,0,10.0
0.0869999974966,206,207,0,0,10.0
0.08300000429153,207,208,0,0,10.0
0.1009999960661,208,209,0,0,10.0
0.1130000054836,209,210,0,0,10.0
0.1069999933243,210,211,0,0,10.0
0.1150000020862,211,212,0,0,10.0
0.1369999945164,212,213,0,0,10.0
0.1160000041127,213,214,0,0,10.0
0.1599999964237,214,215,0,0,10.0
0.1649999916553,215,216,0,0,10.0
0.1870000064373,216,217,0,0,10.0
0.2247752249241,217,218,0,0,10.0
0.1858141869307,218,219,0,0,10.0
0.2257742285728,219,220,0,0,10.0
0.2547452449799,220,221,0,0,10.0
0.2197802215815,221,222,0,0,10.0
0.2079999893904,222,223,0,0,10.0
0.2810000181198,223,224,0,0,10.0
0.2049999982119,224,225,0,0,10.0
0.2339999973774,225,226,0,0,10.0
0.2899999916553,226,227,0,0,10.0
0.2199999988079,227,228,0,0,10.0
0.2560000121593,228,229,0,0,10.0
0.261000007391,229,230,0,0,10.0
0.2409999966621,230,231,0,0,10.0
0.2440000027418,231,232,0,0,10.0
0.2849999964237,232,233,0,0,10.0
0.2619999945164,233,234,0,0,10.0
0.2800000011921,234,235,0,0,10.0
0.3273273408413,235,236,0,0,10.0
0.3263263404369,236,237,0,0,10.0
0.3323323428631,237,238,0,0,10.0
0.3643643558025,238,239,0,0,10.0
0.4064064025879,239,240,0,0,10.0
0.3833833932877,240,241,0,0,10.0
0.4524524509907,241,242,0,0,10.0
0.4614614546299,242,243,0,0,10.0
0.425425440073,243,244,0,0,10.0
0.4614614546299,244,245,0,0,10.0
0.6526526212692,245,246,0,0,10.0
0.593186378479,246,247,0,0,10.0
0.6513025760651,247,248,0,0,10.0
0.9178357124329,248,249,0,0,10.0
0.7535070180893,249,250,0,0,10.0
0.7515029907227,250,251,0,0,10.0
1.190571784973,251,252,0,0,10.0
1.009036183357,252,253,0,0,10.0
0.9417670965195,253,254,0,0,10.0
1.461384177208,254,255,0,0,10.0
1.192577719688,255,256,0,0,10.0
1.20160472393,256,257,0,0,10.0
1.66666674614,257,258,0,0,10.0
1.379518151283,258,259,0,0,10.0
1.390562176704,259,260,0,0,10.0
1.860441684723,260,261,0,0,10.0
1.534136533737,261,262,0,0,10.0
1.651606440544,262,263,0,0,10.0
1.917670726776,263,264,0,0,10.0
1.632796764374,264,265,0,0,10.0
1.882293820381,265,266,0,0,10.0
1.976884365082,266,267,0,0,10.0
1.685742974281,267,268,0,0,10.0
1.979919672012,268,269,0,0,10.0
2.09738945961,269,270,0,0,10.0
1.843373537064,270,271,0,0,10.0
2.334337234497,271,272,0,0,10.0
2.160642623901,272,273,0,0,10.0
2.037185907364,273,274,0,0,10.0
2.580321311951,274,275,0,0,10.0
2.173694849014,275,276,0,0,10.0
2.180904626846,276,277,0,0,10.0
2.644221067429,277,278,0,0,10.0
2.260301589966,278,279,0,0,10.0
2.393970012665,279,280,0,0,10.0
2.648241281509,280,281,0,0,10.0
2.35276389122,281,282,0,0,10.0
2.376884460449,282,283,0,0,10.0
2.545728683472,283,284,0,0,10.0
2.298492431641,284,285,0,0,10.0
2.380522012711,285,286,0,0,10.0
2.527108430862,286,287,0,0,10.0
2.211847305298,287,288,0,0,10.0
2.329317331314,288,289,0,0,10.0
2.421686649323,289,290,0,0,10.0
2.183734893799,290,291,0,0,10.0
2.269076347351,291,292,0,0,10.0
2.330321311951,292,293,0,0,10.0
2.168674707413,293,294,0,0,10.0
2.184739112854,294,295,0,0,10.0
2.222891569138,295,296,0,0,10.0
2.198795080185,296,297,0,0,10.0
2.185742855072,297,298,0,0,10.0
2.255020141602,298,299,0,0,10.0
2.0943775177,299,300,0,0,10.0
2.082329273224,300,301,0,0,10.0
2.143574237823,301,302,0,0,10.0
2.128514051437,302,303,0,0,10.0
2.052261352539,303,304,0,0,10.0
2.05527639389,304,305,0,0,10.0
2.107645988464,305,306,0,0,10.0
1.964788675308,306,307,0,0,10.0
1.998993873596,307,308,0,0,10.0
1.920523166656,308,309,0,0,10.0
1.929577350616,309,310,0,0,10.0
2.089537143707,310,311,0,0,10.0
1.897384285927,311,312,0,0,10.0
1.93963778019,312,313,0,0,10.0
1.91859292984,313,314,0,0,10.0
1.820100545883,314,315,0,0,10.0
1.854271411896,315,316,0,0,10.0
1.874371767044,316,317,0,0,10.0
1.902512550354,317,318,0,0,10.0
1.732663273811,318,319,0,0,10.0
1.927638173103,319,320,0,0,10.0
1.773641943932,320,321,0,0,10.0
1.811871170998,321,322,0,0,10.0
1.918511152267,322,323,0,0,10.0
1.911468863487,323,324,0,0,10.0
1.815895318985,324,325,0,0,10.0
1.929577469826,325,326,0,0,10.0
1.865191102028,326,327,0,0,10.0
1.880281686783,327,328,0,0,10.0
1.951710224152,328,329,0,0,10.0
1.846076488495,329,330,0,0,10.0
1.824949622154,330,331,0,0,10.0
1.895477414131,331,332,0,0,10.0
1.757545232773,332,333,0,0,10.0
1.746478915215,333,334,0,0,10.0
1.75452709198,334,335,0,0,10.0
1.710261583328,335,336,0,0,10.0
1.693158864975,336,337,0,0,10.0
1.733668327332,337,338,0,0,10.0
1.630150675774,338,339,0,0,10.0
1.664321660995,339,340,0,0,10.0
1.565829157829,340,341,0,0,10.0
1.585929632187,341,342,0,0,10.0
1.571859240532,342,343,0,0,10.0
1.577889442444,343,344,0,0,10.0
1.439195990562,344,345,0,0,10.0
1.456281423569,345,346,0,0,10.0
1.506532669067,346,347,0,0,10.0
1.403015017509,347,348,0,0,10.0
1.354773879051,348,349,0,0,10.0
1.372864365578,349,350,0,0,10.0
1.375879406929,350,351,0,0,10.0
1.292756557465,351,352,0,0,10.0
1.33802819252,352,353,0,0,10.0
1.283702135086,353,354,0,0,10.0
1.259557247162,354,355,0,0,10.0
1.24370598793,355,356,0,0,10.0
1.176056265831,356,357,0,0,10.0
1.229145765305,357,358,0,0,10.0
1.293467283249,358,359,0,0,10.0
1.172864437103,359,360,0,0,10.0
1.249246239662,360,361,0,0,10.0
1.232160806656,361,362,0,0,10.0
1.290452361107,362,363,0,0,10.0
1.347082495689,363,364,0,0,10.0
1.398185491562,364,365,0,0,10.0
1.323915243149,365,1,1,0,10.0
1.334005951881,366,2,1,0,10.0
1.359233021736,367,3,1,0,10.0
1.327951550484,368,4,1,0,10.0
1.272451996803,369,5,1,0,10.0
1.270707011223,370,6,1,0,10.0
1.294949412346,371,7,1,0,10.0
1.27043390274,372,8,1,0,10.0
1.24848484993,373,9,1,0,10.0
1.218181848526,374,10,1,0,10.0
1.174747467041,375,11,1,0,10.0
1.198179960251,376,12,1,0,10.0
1.161779642105,377,13,1,0,10.0
1.126390218735,378,14,1,0,10.0
1.175935268402,379,15,1,0,10.0
1.11021232605,380,16,1,0,10.0
1.08805668354,381,17,1,0,10.0
1.071862339973,382,18,1,0,10.0
0.9969635605812,383,19,1,0,10.0
1.014170050621,384,20,1,0,10.0
0.9574899077415,385,21,1,0,10.0
0.9321862459183,386,22,1,0,10.0
1.032388687134,387,23,1,0,10.0
0.9969635605812,388,24,1,0,10.0
0.9585019946098,389,25,1,0,10.0
0.9665992259979,390,26,1,0,10.0
0.9645749330521,391,27,1,0,10.0
0.9615384340286,392,28,1,0,10.0
0.921052634716,393,29,1,0,10.0
0.9888663887978,394,30,1,0,10.0
0.9281376600266,395,31,1,0,10.0
0.922064781189,396,32,1,0,10.0
0.8624873757362,397,33,1,0,10.0
0.912032365799,398,34,1,0,10.0
0.8212121129036,399,35,1,0,10.0
0.893939435482,400,36,1,0,10.0
0.8575757741928,401,37,1,0,10.0
0.8232323527336,402,38,1,0,10.0
0.7959595918655,403,39,1,0,10.0
0.8038422465324,404,40,1,0,10.0
0.8299595117569,405,41,1,0,10.0
0.7854250669479,406,42,1,0,10.0
0.8066802024841,407,43,1,0,10.0
0.7672064900398,408,44,1,0,10.0
0.7783401012421,409,45,1,0,10.0
0.8046559095383,410,46,1,0,10.0
0.7449392676353,411,47,1,0,10.0
0.8014184832573,412,48,1,0,10.0
0.8016194701195,413,49,1,0,10.0
0.7290191650391,414,50,1,0,10.0
0.7573306560516,415,51,1,0,10.0
0.731041431427,416,52,1,0,10.0
0.7401415705681,417,53,1,0,10.0
0.8149646520615,418,54,1,0,10.0
0.7906976938248,419,55,1,0,10.0
0.6936299204826,420,56,1,0,10.0
0.7876642942429,421,57,1,0,10.0
0.7280081510544,422,58,1,0,10.0
0.7209302186966,423,59,1,0,10.0
0.7745196819305,424,60,1,0,10.0
0.6875631809235,425,61,1,0,10.0
0.704752266407,426,62,1,0,10.0
0.7398785352707,427,63,1,0,10.0
0.7246963381767,428,64,1,0,10.0
0.6872469782829,429,65,1,0,10.0
0.7371081709862,430,66,1,0,10.0
0.7464646697044,431,67,1,0,10.0
0.6838383674622,432,68,1,0,10.0
0.7444444298744,433,69,1,0,10.0
0.6959595680237,434,70,1,0,10.0
0.7323232293129,435,71,1,0,10.0
0.7522749900818,436,72,1,0,10.0
0.7464646697044,437,73,1,0,10.0
0.7030302882195,438,74,1,0,10.0
0.641051530838,439,75,1,0,10.0
0.6734074950218,440,76,1,0,10.0
0.6511627435684,441,77,1,0,10.0
0.6602628827095,442,78,1,0,10.0
0.6137511730194,443,79,1,0,10.0
0.6086956858635,444,80,1,0,10.0
0.6299292445183,445,81,1,0,10.0
0.6390293240547,446,82,1,0,10.0
0.6147624254227,447,83,1,0,10.0
0.5803842544556,448,84,1,0,10.0
0.6511627435684,449,85,1,0,10.0
0.5803842544556,450,86,1,0,10.0
0.5500505566597,451,87,1,0,10.0
0.5601617693901,452,88,1,0,10.0
0.5753286480904,453,89,1,0,10.0
0.5818181633949,454,90,1,0,10.0
0.5444444417953,455,91,1,0,10.0
0.6050505042076,456,92,1,0,10.0
