,parameter,unit_value,emod_value,type,param_set,min,max,team_default,transformation
0,Temperature_Shift,tensor(0.5393),tensor(0.3931),double,1.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.8735),tensor(972.8953),double,1.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.6620),tensor(19.7792),double,1.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7810),tensor(177.1590),double,1.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.6249),tensor(1.2488),double,2.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.3217),tensor(0.0375),double,2.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.6583),tensor(18.4818),double,2.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7805),tensor(175.4475),double,2.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.5934),tensor(0.9344),double,3.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.3830),tensor(0.1159),double,3.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.7454),tensor(91.9561),double,3.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7692),tensor(142.3753),double,3.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.5668),tensor(0.6683),double,4.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.9285),tensor(2679.0778),double,4.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.7065),tensor(44.9090),double,4.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7869),tensor(197.2284),double,4.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.6383),tensor(1.3829),double,5.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.0907),tensor(0.0005),double,5.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.6700),tensor(22.8996),double,5.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7928),tensor(220.0021),double,5.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.5411),tensor(0.4111),double,6.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.5655),tensor(3.3436),double,6.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.7050),tensor(43.6715),double,6.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7818),tensor(179.7051),double,6.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.5994),tensor(0.9936),double,7.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.7209),tensor(58.5583),double,7.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.7382),tensor(80.4290),double,7.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7738),tensor(155.1179),double,7.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.6522),tensor(1.5224),double,8.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.3768),tensor(0.1034),double,8.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.7032),tensor(42.2506),double,8.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7870),tensor(197.8109),double,8.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.6060),tensor(1.0598),double,9.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.6011),tensor(6.4390),double,9.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.7091),tensor(47.0859),double,9.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7711),tensor(147.5650),double,9.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.5857),tensor(0.8575),double,10.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.2423),tensor(0.0087),double,10.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.7114),tensor(49.1564),double,10.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7888),tensor(204.1873),double,10.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.6119),tensor(1.1190),double,11.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.2636),tensor(0.0128),double,11.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.7010),tensor(40.5415),double,11.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7717),tensor(149.1320),double,11.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.5780),tensor(0.7800),double,12.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.5419),tensor(2.1650),double,12.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.6875),tensor(31.5976),double,12.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7886),tensor(203.5007),double,12.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.5997),tensor(0.9968),double,13.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.2862),tensor(0.0195),double,13.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.6782),tensor(26.6372),double,13.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7829),tensor(183.2295),double,13.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.5784),tensor(0.7844),double,14.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.4821),tensor(0.7192),double,14.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.7544),tensor(108.4657),double,14.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7791),tensor(170.9332),double,14.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.5620),tensor(0.6203),double,15.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.3251),tensor(0.0399),double,15.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.7235),tensor(61.4199),double,15.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7765),tensor(162.8290),double,15.0,-4.0,4.0,,log
0,Temperature_Shift,tensor(0.5902),tensor(0.9017),double,16.0,-5.0,5.0,,none
1,CONST_Multiplier,tensor(0.5021),tensor(1.0388),double,16.0,-4.0,4.0,,log
2,TEMPR_Multiplier,tensor(0.7282),tensor(66.9128),double,16.0,-4.0,4.0,,log
3,WATEV_Multiplier,tensor(0.7770),tensor(164.3371),double,16.0,-4.0,4.0,,log
